iso_code,country,energy_metric,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2030_target
DNK,Denmark,gas_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DNK,Denmark,hydro_share_elec,0.097,0.091,0.087,0.046,0.079,0.059,0.046,0.081,0.087,0.058,0.054,0.059,0.068,0.03,0.064,0.072,0.068,0.067,0.034,0.07,0.072,0.062,0.03,0.061,0.059,0.053,0.051,0.049,0.046,0.044,0.042,0.02
DNK,Denmark,solar_share_elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.029,0.338,1.544,1.926,2.154,2.507,2.498,3.232,3.371,4.261,4.092,7.023,11.114,11.101,12.252,13.455,14.256,14.974,15.628,16.226,22.58
DNK,Denmark,wind_share_elec,13.673,13.084,14.088,12.888,17.278,19.418,14.133,19.259,20.006,19.547,20.91,28.744,34.731,33.026,41.99,50.718,43.293,49.217,47.295,56.706,58.974,50.141,56.152,59.247,60.294,63.042,64.315,64.003,63.688,63.401,63.138,69.97
DNK,Denmark,biofuel_share_elec,4.192,4.584,5.427,5.772,7.63,9.313,7.113,8.327,9.065,9.643,12.289,12.857,15.049,12.801,13.772,15.004,16.43,20.813,20.041,20.857,21.38,27.241,20.714,18.858,20.734,22.033,22.122,21.692,21.291,20.927,20.593,5.96
DNK,Denmark,nuclear_share_elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNK,Denmark,coal_share_elec,53.757,54.098,52.714,58.669,48.951,45.417,56.928,53.425,50.404,51.38,45.542,41.13,35.644,42.441,35.506,25.52,30.047,20.679,22.355,11.622,11.051,13.652,13.072,7.683,5.14,2.62,0.057,0.0,0.0,0.0,0.0,0.0
DNK,Denmark,gas_share_elec,28.281,28.142,27.685,22.624,26.062,25.793,21.779,18.909,20.439,19.373,21.178,17.182,14.17,10.157,6.742,6.533,7.656,6.727,7.043,7.374,4.261,4.811,3.01,3.037,2.673,0.0,0.0,0.0,0.0,0.0,0.0,0.68
DNK,Denmark,hydro_electricity,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.018,0.018,0.018,0.018,0.018,0.018,0.016
DNK,Denmark,solar_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.1,0.52,0.6,0.6,0.74,0.75,0.95,0.96,1.18,1.31,2.38,3.66,3.78,4.187,4.726,5.265,5.804,6.343,6.882,16.3
DNK,Denmark,wind_electricity,4.24,4.31,4.88,5.56,6.59,6.61,6.1,7.17,6.93,6.73,7.81,9.77,10.27,11.12,13.08,14.13,12.78,14.78,13.9,16.15,16.33,16.05,19.03,19.51,20.53,21.544,22.591,23.638,24.685,25.731,26.778,50.511
DNK,Denmark,biofuel_electricity,1.3,1.51,1.88,2.49,2.91,3.17,3.07,3.1,3.14,3.32,4.59,4.37,4.45,4.31,4.29,4.18,4.85,6.25,5.89,5.94,5.92,8.72,7.02,6.21,7.06,7.53,7.77,8.011,8.252,8.493,8.734,4.303
DNK,Denmark,nuclear_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNK,Denmark,coal_electricity,16.67,17.82,18.26,25.31,18.67,15.46,24.57,19.89,17.46,17.69,17.01,13.98,10.54,14.29,11.06,7.11,8.87,6.21,6.57,3.31,3.06,4.37,4.43,2.53,1.75,0.895,0.02,0.0,0.0,0.0,0.0,0.0
DNK,Denmark,gas_electricity,8.77,9.27,9.59,9.76,9.94,8.78,9.4,7.04,7.08,6.67,7.91,5.84,4.19,3.42,2.1,1.82,2.26,2.02,2.07,2.1,1.18,1.54,1.02,1.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.492
ECU,Ecuador,hydro_capacity_gw,1.71,1.74,1.75,1.75,1.75,1.76,1.8,2.06,2.06,2.06,2.24,2.23,2.26,2.26,2.25,2.41,4.45,4.52,5.07,5.08,5.1,5.1,5.19,5.19,5.22,5.16,5.16,5.16,5.16,5.16,5.16,2.43691
ECU,Ecuador,solar_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.2
ECU,Ecuador,wind_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.07,0.07,0.07,0.079,0.088,0.097,0.106,0.115,0.16
ECU,Ecuador,gas_capacity_gw,0.49,0.49,0.65,0.65,0.65,0.73,0.73,0.73,0.73,0.63,0.74,0.75,0.88,0.88,0.91,0.92,0.93,0.93,0.93,0.93,0.94,0.98,0.96,0.96,0.92,1.046,1.065,1.084,1.103,1.121,1.14,0.587
ECU,Ecuador,hydro_share_elec,100.0,100.0,93.947,88.323,85.548,81.949,79.594,81.512,86.533,82.624,79.461,84.965,83.702,78.86,78.695,81.012,85.636,89.635,90.776,92.602,93.326,93.973,94.154,94.457,93.309,90.918,90.762,90.606,90.451,90.297,90.143,60.1747
ECU,Ecuador,solar_share_elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.25,0.218,0.18,0.177,0.15,0.153,0.147,0.153,0.147,0.162,0.147,0.147,0.147,0.147,0.146,0.146,0.985
ECU,Ecuador,wind_share_elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433,0.555,0.625,0.437,0.315,0.355,0.338,0.307,0.221,0.229,0.22,0.324,0.227,0.216,0.205,0.194,0.183,0.172,1.8514
ECU,Ecuador,gas_share_elec,0.0,0.0,6.053,11.677,14.452,17.81,20.18,18.306,13.313,17.195,20.353,14.958,16.16,20.418,20.194,17.552,11.032,7.796,6.785,5.22,4.411,4.153,3.974,3.744,4.096,6.896,6.976,7.056,7.136,7.216,7.295,15.0434
ECU,Ecuador,hydro_electricity,7.53,7.0,7.45,7.11,7.34,6.81,7.06,8.95,11.18,9.13,8.55,11.02,12.12,10.93,11.34,12.97,15.68,19.89,20.47,24.66,24.33,25.57,24.64,25.73,23.01,24.656,24.656,24.656,24.656,24.656,24.656,16.80026
ECU,Ecuador,solar_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.275
ECU,Ecuador,wind_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.1,0.08,0.07,0.08,0.09,0.08,0.06,0.06,0.06,0.08,0.061,0.059,0.056,0.053,0.05,0.047,0.5169
ECU,Ecuador,gas_electricity,0.0,0.0,0.48,0.94,1.24,1.48,1.79,2.01,1.72,1.9,2.19,1.94,2.34,2.83,2.91,2.81,2.02,1.73,1.53,1.39,1.15,1.13,1.04,1.02,1.01,1.87,1.895,1.92,1.945,1.97,1.995,4.2
EGY,Egypt,solar_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.04,0.04,0.04,0.04,0.06,0.18,0.76,1.65,1.64,1.66,1.72,1.86,2.59,2.553,2.767,2.981,3.195,3.409,3.623,7.0
EGY,Egypt,wind_capacity_gw,0.07,0.07,0.07,0.07,0.15,0.15,0.24,0.32,0.4,0.44,0.56,0.56,0.56,0.56,0.56,0.76,0.76,0.76,1.13,1.13,1.38,1.64,1.64,1.89,2.2,2.286,2.464,2.642,2.82,2.999,3.177,7.0
EGY,Egypt,nuclear_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
EGY,Egypt,gas_capacity_gw,12.87,12.9,12.75,14.54,15.12,16.72,18.24,18.74,19.58,20.75,23.01,25.12,26.84,28.07,28.06,29.94,32.41,38.54,49.52,51.38,51.87,52.02,52.53,52.08,52.08,55.746,57.709,59.672,61.635,63.598,65.561,44.0
EGY,Egypt,solar_share_elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.182,0.354,0.022,0.1,0.028,0.149,0.358,0.299,0.778,2.334,2.427,2.396,2.401,2.765,3.205,3.465,3.71,3.939,4.156,4.36,5.0
EGY,Egypt,wind_share_elec,0.142,0.285,0.293,0.375,0.57,0.567,0.632,0.634,0.839,0.916,1.133,1.127,0.947,1.145,0.739,1.3,1.555,1.26,1.628,2.602,2.744,2.681,2.827,2.917,2.797,3.044,3.13,3.212,3.288,3.36,3.428,8.0
EGY,Egypt,nuclear_share_elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
EGY,Egypt,gas_share_elec,74.739,76.863,80.181,82.874,84.814,85.379,86.117,85.705,85.544,86.957,88.441,88.864,89.486,89.241,89.412,89.266,89.741,90.742,91.037,89.765,87.535,87.618,87.728,87.353,87.894,87.376,87.23,87.094,86.966,86.845,86.731,79.0
EGY,Egypt,renewables_share_elec,25.261,23.137,19.819,17.126,15.186,14.621,13.883,14.295,14.456,13.043,11.559,11.136,10.514,10.759,10.588,10.734,10.259,9.258,8.963,10.235,12.465,12.382,12.272,12.647,12.106,12.624,12.77,12.906,13.034,13.155,13.269,42.0
EST,Estonia,hydro_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.008
EST,Estonia,solar_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.03,0.12,0.21,0.39,0.52,0.81,1.33,1.286,1.485,1.685,1.885,2.084,2.284,1.2
EST,Estonia,wind_capacity_gw,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.05,0.08,0.1,0.11,0.18,0.27,0.25,0.28,0.3,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.34,0.57,0.474,0.504,0.533,0.562,0.591,0.621,2.31
EST,Estonia,biofuel_capacity_gw,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.14,0.15,0.17,0.26,0.28,0.28,0.28,0.28,0.26,0.27,0.3,0.3,0.3,0.3,0.3,0.375,0.392,0.408,0.425,0.442,0.458,0.367
EST,Estonia,hydro_share_elec,0.0,1.613,1.786,1.818,3.636,3.077,1.493,4.167,4.839,4.615,2.222,2.098,2.5,2.256,2.041,1.852,2.41,1.546,0.488,0.917,1.0,0.687,0.685,0.683,0.838,0.629,0.585,0.547,0.514,0.484,0.458,0.266
EST,Estonia,solar_share_elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.515,1.463,3.211,8.333,12.027,20.548,24.573,24.022,26.294,28.07,29.616,30.972,32.172,33.242,10.634
EST,Estonia,wind_share_elec,0.0,0.0,0.0,1.818,1.818,7.692,11.94,18.75,20.968,30.769,20.741,25.874,26.875,39.85,40.816,43.827,35.542,37.113,31.22,31.651,28.0,25.086,22.945,26.962,32.402,26.631,26.162,25.755,25.397,25.081,24.799,72.72399999999999
EST,Estonia,biofuel_share_elec,1.639,1.613,3.571,5.455,5.455,6.154,5.97,6.25,6.452,47.692,54.815,54.545,62.5,50.376,51.701,50.617,57.229,56.701,63.902,62.385,61.667,60.825,53.767,47.099,39.106,46.37,45.109,44.012,43.048,42.196,41.437,16.376
EST,Estonia,renewables_share_elec,1.639,3.226,5.357,9.091,10.909,16.923,19.403,29.167,32.258,83.077,77.778,82.517,91.875,92.481,94.558,96.296,95.783,95.876,97.073,98.165,99.0,98.625,97.945,99.317,96.369,99.924,99.927,99.929,99.931,99.933,99.935,0.9
EST,Estonia,hydro_electricity,0.0,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.03,0.01,0.02,0.03,0.02,0.02,0.02,0.03,0.024,0.024,0.024,0.024,0.024,0.024,0.025
EST,Estonia,solar_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.07,0.25,0.35,0.6,0.72,0.86,1.003,1.151,1.299,1.446,1.594,1.742,1.0
EST,Estonia,wind_electricity,0.0,0.0,0.0,0.01,0.01,0.05,0.08,0.09,0.13,0.2,0.28,0.37,0.43,0.53,0.6,0.71,0.59,0.72,0.64,0.69,0.84,0.73,0.67,0.79,1.16,1.016,1.072,1.129,1.186,1.243,1.3,6.839
EST,Estonia,wind_electricity,0.0,0.0,0.0,0.01,0.01,0.05,0.08,0.09,0.13,0.2,0.28,0.37,0.43,0.53,0.6,0.71,0.59,0.72,0.64,0.69,0.84,0.73,0.67,0.79,1.16,1.016,1.072,1.129,1.186,1.243,1.3,8.66
EST,Estonia,biofuel_electricity,0.01,0.01,0.02,0.03,0.03,0.04,0.04,0.03,0.04,0.31,0.74,0.78,1.0,0.67,0.76,0.82,0.95,1.1,1.31,1.36,1.85,1.77,1.57,1.38,1.4,1.769,1.849,1.93,2.01,2.091,2.172,1.54
ETH,Ethiopia,hydro_capacity_gw,0.38,0.45,0.45,0.48,0.69,0.69,0.69,0.69,0.69,1.41,1.87,1.97,1.97,1.97,1.97,2.16,2.16,3.82,3.82,3.82,4.07,4.07,4.82,4.88,5.22,4.612,4.612,4.612,4.612,4.612,4.612,16.8644
ETH,Ethiopia,solar_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.024,0.026,0.028,0.03,0.031,0.033,2.4092
ETH,Ethiopia,wind_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.17,0.17,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.4,0.32,0.4,0.389,0.4,0.411,0.423,0.434,0.446,2.4092
FIN,Finland,hydro_capacity_gw,2.88,2.93,2.96,2.97,3.0,3.04,3.06,3.1,3.01,3.03,3.04,3.08,3.08,3.11,3.13,3.13,3.13,3.16,3.15,3.16,3.16,3.17,3.17,3.17,3.19,3.172,3.172,3.172,3.172,3.172,3.172,3.2
FIN,Finland,solar_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.04,0.08,0.13,0.21,0.3,0.4,0.65,0.99,1.2,1.286,1.469,1.651,1.834,2.017,2.2,2.8
FIN,Finland,wind_capacity_gw,0.04,0.04,0.04,0.05,0.08,0.08,0.09,0.11,0.14,0.15,0.2,0.2,0.26,0.45,0.63,1.0,1.56,2.04,2.04,2.28,2.59,3.26,5.68,6.95,8.36,8.936,10.057,11.178,12.299,13.42,14.541,7.2
FIN,Finland,wind_capacity_gw,0.04,0.04,0.04,0.05,0.08,0.08,0.09,0.11,0.14,0.15,0.2,0.2,0.26,0.45,0.63,1.0,1.56,2.04,2.04,2.28,2.59,3.26,5.68,6.95,8.36,8.936,10.057,11.178,12.299,13.42,14.541,10.0
FIN,Finland,biofuel_capacity_gw,1.54,1.65,1.65,1.76,1.78,1.8,1.81,1.85,1.85,1.75,1.77,1.88,1.87,1.95,1.98,1.99,2.01,2.23,2.23,2.21,2.68,2.64,3.06,2.93,3.15,2.798,2.854,2.909,2.964,3.019,3.074,2.45
FIN,Finland,hydro_share_elec,22.736,19.817,16.218,12.805,19.42,21.378,15.523,19.643,24.352,19.175,17.752,18.694,25.788,19.245,21.169,26.162,24.565,23.404,20.487,19.418,24.189,23.125,19.722,19.375,17.879,19.236,18.803,18.283,17.769,17.196,16.66,13.65
FIN,Finland,solar_share_elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.015,0.015,0.016,0.016,0.031,0.079,0.139,0.235,0.335,0.439,0.57,0.918,1.175,1.227,1.373,1.504,1.626,1.732,1.832,5.06
FIN,Finland,wind_share_elec,0.124,0.105,0.09,0.12,0.155,0.264,0.216,0.263,0.37,0.423,0.398,0.721,0.749,1.154,1.754,3.635,4.773,7.59,8.996,9.412,12.582,12.463,17.573,18.687,25.131,25.623,27.917,29.936,31.806,33.406,34.906,31.3
FIN,Finland,nuclear_share_elec,34.864,34.184,33.549,30.351,29.278,36.1,30.951,32.442,32.679,35.555,31.327,34.82,35.164,35.387,37.251,36.271,36.07,35.62,35.105,37.32,35.476,34.564,37.047,43.735,40.76,34.679,34.182,33.512,32.837,32.037,31.288,33.34
FIN,Finland,coal_share_elec,13.167,15.929,19.121,25.704,21.263,10.084,22.062,19.241,12.098,16.818,19.978,14.685,10.86,16.022,12.512,7.988,10.836,9.285,8.919,6.817,3.717,3.91,5.029,1.989,1.038,1.948,1.225,0.531,0.0,0.0,0.0,0.78
FIN,Finland,gas_share_elec,15.71,17.55,17.497,18.494,16.43,17.422,16.644,14.628,15.699,14.838,15.471,14.189,10.294,10.177,8.72,8.112,5.815,5.229,6.47,6.019,6.078,5.609,1.404,0.841,1.025,0.61,0.0,0.0,0.0,0.0,0.0,1.15
FIN,Finland,hydro_electricity,14.66,13.2,10.78,9.59,15.07,13.78,11.49,14.18,17.11,12.69,12.92,12.45,16.86,12.84,13.4,16.77,15.8,14.77,13.3,12.42,15.88,15.79,13.49,15.2,14.3,14.932,14.932,14.932,14.932,14.932,14.932,14.87
FIN,Finland,solar_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.05,0.09,0.15,0.22,0.3,0.39,0.72,0.94,0.953,1.091,1.229,1.366,1.504,1.642,5.51
FIN,Finland,wind_electricity,0.08,0.07,0.06,0.09,0.12,0.17,0.16,0.19,0.26,0.28,0.29,0.48,0.49,0.77,1.11,2.33,3.07,4.79,5.84,6.02,8.26,8.51,12.02,14.66,20.1,19.89,22.169,24.449,26.728,29.007,31.286,34.09
FIN,Finland,nuclear_electricity,22.48,22.77,22.3,22.73,22.72,23.27,22.91,23.42,22.96,23.53,22.8,23.19,22.99,23.61,23.58,23.25,23.2,22.48,22.79,23.87,23.29,23.6,25.34,34.31,32.6,26.92,27.145,27.369,27.594,27.819,28.043,36.31
FIN,Finland,coal_electricity,8.49,10.61,12.71,19.25,16.5,6.5,16.33,13.89,8.5,11.13,14.54,9.78,7.1,10.69,7.92,5.12,6.97,5.86,5.79,4.36,2.44,2.67,3.44,1.56,0.83,1.512,0.973,0.434,0.0,0.0,0.0,0.85
FIN,Finland,gas_electricity,10.13,11.69,11.63,13.85,12.75,11.23,12.32,10.56,11.03,9.82,11.26,9.45,6.73,6.79,5.52,5.2,3.74,3.3,4.2,3.85,3.99,3.83,0.96,0.66,0.82,0.474,0.0,0.0,0.0,0.0,0.0,1.25
FRA,France,hydro_capacity_gw,23.3,23.32,23.42,23.43,23.32,23.33,23.34,23.35,23.31,23.4,23.62,23.83,23.85,23.84,23.8,23.82,23.89,23.98,24.0,24.14,24.23,24.26,24.24,24.6,24.64,24.394,24.394,24.394,24.394,24.394,24.394,27.0
FRA,France,solar_capacity_gw,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.08,0.28,1.04,2.99,4.3,5.16,5.86,6.82,7.32,8.1,9.03,10.01,11.13,13.45,14.72,17.4,21.53,21.877,23.873,25.868,27.863,29.859,31.854,52.0
FRA,France,wind_capacity_gw,0.04,0.07,0.14,0.22,0.36,0.69,1.41,2.22,3.4,4.58,5.91,6.76,7.61,8.16,9.2,10.3,11.57,13.5,14.9,16.43,17.54,18.55,20.84,23.13,24.59,25.964,27.599,29.234,30.868,32.503,34.137,33.6
FRA,France,biofuel_capacity_gw,0.43,0.46,0.53,0.55,0.61,0.63,0.67,0.72,0.79,0.82,0.93,1.17,1.28,1.41,1.46,1.53,1.66,1.71,1.92,2.01,1.93,2.05,2.06,2.09,3.35,2.524,2.618,2.711,2.804,2.898,2.991,2.0
FRA,France,hydro_share_elec,12.434,13.642,10.884,10.471,10.446,9.008,9.883,10.18,11.175,10.679,11.09,8.245,10.793,12.733,11.503,9.891,11.127,9.209,11.523,10.269,12.102,11.033,9.965,11.029,12.931,10.826,10.804,10.761,10.717,10.673,10.63,9.8
FRA,France,solar_share_elec,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.007,0.033,0.112,0.42,0.799,0.919,1.153,1.38,1.584,1.634,1.973,2.169,2.534,2.832,4.23,4.457,4.522,4.905,5.344,5.77,6.191,6.61,7.024,8.95
FRA,France,wind_share_elec,0.01,0.024,0.05,0.071,0.106,0.172,0.393,0.74,1.023,1.522,1.801,2.23,2.738,2.857,3.124,3.813,3.91,4.533,5.062,6.265,7.753,6.879,8.311,9.48,7.818,8.854,9.28,9.685,10.086,10.484,10.878,14.02
FRA,France,nuclear_share_elec,79.687,79.103,80.733,80.534,80.675,81.121,81.073,79.951,79.002,78.855,77.653,79.746,76.739,75.009,78.734,77.873,73.738,73.372,73.082,72.0,68.493,70.3,64.464,66.726,69.173,66.697,65.869,64.915,63.962,63.016,62.078,60.98
FRA,France,gas_share_elec,2.209,2.846,3.396,3.537,3.789,4.145,3.919,3.998,3.933,3.945,4.306,5.316,4.104,3.256,2.374,3.763,6.395,7.46,5.407,7.081,6.824,6.173,10.004,5.923,3.291,6.54,6.673,6.792,6.909,7.025,7.141,4.56
FRA,France,fossil_share_elec,7.392,6.693,7.769,8.332,8.175,9.087,8.041,8.444,8.079,8.116,8.539,8.451,7.975,7.476,4.405,5.88,8.266,9.819,6.877,7.738,7.422,7.181,10.914,6.241,3.476,6.761,6.684,6.792,6.909,7.025,7.141,4.0
FRA,France,hydro_electricity,64.78,72.62,58.88,57.35,58.04,50.14,54.88,55.99,62.16,55.49,61.2,45.74,59.83,71.92,63.77,55.56,60.84,50.0,65.11,56.91,62.52,59.54,45.56,55.9,71.12,58.928,58.928,58.928,58.928,58.928,58.928,58.0
FRA,France,solar_electricity,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.04,0.17,0.62,2.33,4.43,5.19,6.39,7.75,8.66,8.87,11.15,12.02,13.09,15.28,19.34,22.59,24.87,26.699,29.147,31.595,34.043,36.491,38.94,53.0
FRA,France,wind_electricity,0.05,0.13,0.27,0.39,0.59,0.96,2.18,4.07,5.69,7.91,9.94,12.37,15.18,16.14,17.32,21.42,21.38,24.61,28.6,34.72,40.05,37.12,38.0,48.05,43.0,48.193,50.615,53.036,55.458,57.88,60.302,83.0
FRA,France,nuclear_electricity,415.16,421.08,436.76,441.07,448.24,451.53,450.19,439.73,439.45,409.74,428.52,442.39,425.41,423.68,436.48,437.43,403.2,398.36,412.94,399.01,353.83,379.36,294.73,338.2,380.45,363.059,359.273,355.487,351.701,347.915,344.128,361.0
FRA,France,gas_electricity,11.51,15.15,18.37,19.37,21.05,23.07,21.76,21.99,21.88,20.5,23.76,29.49,22.75,18.39,13.16,21.14,34.97,40.5,30.55,39.24,35.25,33.31,45.74,30.02,18.1,35.6,36.396,37.193,37.99,38.787,39.584,27.0
FRA,France,fossil_electricity,38.51,35.63,42.03,45.63,45.42,50.58,44.65,46.44,44.94,42.17,47.12,46.88,44.21,42.23,24.42,33.03,45.2,53.31,38.86,42.88,38.34,38.75,49.9,31.63,19.12,36.803,36.459,37.193,37.99,38.787,39.584,22.51
GEO,Georgia,hydro_capacity_gw,2.56,2.56,2.56,2.56,2.56,2.56,2.58,2.7,2.71,2.72,2.6,2.6,2.64,2.66,2.8,2.8,3.16,3.11,3.22,3.3,3.32,3.35,3.38,3.45,3.41,3.382,3.382,3.382,3.382,3.382,3.382,3.992
GEO,Georgia,solar_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.13,0.114,0.134,0.154,0.173,0.193,0.212,0.547
GEO,Georgia,wind_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.75
GEO,Georgia,coal_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013
GEO,Georgia,gas_capacity_gw,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.68,0.68,0.68,0.73,0.73,0.68,0.73,0.73,0.92,0.92,0.92,0.92,0.92,1.19,1.19,1.19,1.19,1.19,1.195,1.225,1.255,1.285,1.315,1.345,1.171
GEO,Georgia,hydro_share_elec,81.119,80.617,94.233,92.023,88.609,87.642,70.985,79.976,84.707,88.54,93.448,78.022,74.324,82.064,80.175,77.86,80.418,79.72,81.811,75.295,73.925,80.538,75.579,75.417,79.523,75.792,75.229,74.675,74.128,73.59,73.059,62.90553265
GEO,Georgia,solar_share_elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.967013355
GEO,Georgia,wind_share_elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.787,0.664,0.759,0.806,0.633,0.632,0.625,0.631,0.674,0.677,0.68,0.682,0.685,0.688,15.68773463
GEO,Georgia,coal_share_elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.175,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.034,0.035,0.036,0.037,0.038,0.0
