iso_code,country,energy_metric,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2030_target
LTU,Lithuania,renewables_share_elec,3.276,2.432,2.108,1.8,2.36,3.329,3.726,4.528,4.792,4.989,22.195,29.365,29.064,40.8,46.319,45.902,67.961,80.831,86.957,82.609,60.187,68.229,85.552,88.235,87.966,88.178,90.218,91.998,93.566,94.958,96.201,0.95
LTU,Lithuania,hydro_electricity,0.34,0.33,0.35,0.32,0.42,0.45,0.4,0.42,0.4,0.42,0.54,0.48,0.42,0.52,0.4,0.35,0.45,0.6,0.43,0.35,0.3,0.38,0.46,0.45,0.44,0.406,0.406,0.406,0.406,0.406,0.406,0.0297
LTU,Lithuania,solar_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.07,0.07,0.07,0.09,0.09,0.13,0.19,0.34,0.69,1.4,1.181,1.372,1.563,1.754,1.944,2.135,0.4536
LTU,Lithuania,wind_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.13,0.16,0.22,0.47,0.54,0.6,0.64,0.81,1.14,1.36,1.14,1.5,1.55,1.36,1.51,2.45,3.32,3.033,3.333,3.633,3.933,4.233,4.533,1.8273
LUX,Luxembourg,hydro_capacity_gw,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.037
LUX,Luxembourg,solar_capacity_gw,0.0,0.0,0.0,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.07,0.1,0.11,0.12,0.12,0.13,0.13,0.16,0.19,0.28,0.32,0.39,0.52,0.536,0.599,0.661,0.724,0.787,0.85,0.984
LUX,Luxembourg,wind_capacity_gw,0.01,0.01,0.01,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.06,0.06,0.06,0.06,0.12,0.12,0.12,0.14,0.15,0.14,0.17,0.21,0.21,0.224,0.24,0.255,0.27,0.286,0.301,0.4
LUX,Luxembourg,biofuel_capacity_gw,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0.06,0.06,0.06,0.06,0.09,0.09,0.069,0.072,0.075,0.078,0.081,0.084,0.125
LUX,Luxembourg,hydro_electricity,0.12,0.12,0.1,0.08,0.1,0.09,0.11,0.12,0.13,0.11,0.11,0.06,0.1,0.12,0.11,0.1,0.12,0.09,0.09,0.11,0.09,0.11,0.06,0.09,0.11,0.092,0.092,0.092,0.092,0.092,0.092,0.1
LUX,Luxembourg,solar_electricity,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.07,0.09,0.1,0.1,0.11,0.12,0.13,0.16,0.18,0.28,0.29,0.36,0.383,0.424,0.466,0.507,0.549,0.59,1.112
LUX,Luxembourg,wind_electricity,0.02,0.02,0.02,0.03,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.08,0.08,0.08,0.1,0.1,0.23,0.25,0.28,0.35,0.31,0.31,0.49,0.45,0.489,0.524,0.559,0.594,0.629,0.664,1.043
LUX,Luxembourg,biofuel_electricity,0.02,0.03,0.03,0.03,0.04,0.05,0.06,0.06,0.07,0.08,0.08,0.09,0.09,0.09,0.12,0.13,0.14,0.17,0.22,0.28,0.37,0.39,0.39,0.38,0.44,0.374,0.391,0.408,0.425,0.442,0.459,0.724
MYS,Malaysia,hydro_capacity_gw,2.09,2.07,2.11,2.11,2.11,2.06,2.1,2.09,2.09,2.11,2.11,3.01,3.32,3.92,4.77,6.04,6.12,5.9,6.17,6.19,6.19,6.22,6.23,6.27,6.27,6.236,6.236,6.236,6.236,6.236,6.236,7.84
MYS,Malaysia,solar_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.17,0.22,0.29,0.33,0.48,0.83,1.48,1.58,2.13,2.15,2.31,2.82,3.134,3.447,3.761,4.074,4.388,6.86
MYS,Malaysia,biofuel_capacity_gw,0.68,0.68,0.68,0.69,0.69,0.69,0.69,0.72,0.72,0.72,0.66,0.77,0.77,1.04,1.43,1.55,1.53,0.8,0.81,0.88,0.89,0.9,0.93,0.95,0.95,1.095,1.112,1.129,1.146,1.163,1.18,0.49
MYS,Malaysia,coal_capacity_gw,2.7,3.62,3.55,5.62,7.37,7.2,4.61,5.98,6.15,7.67,7.68,7.68,7.68,7.65,7.68,8.69,9.55,10.44,10.66,13.28,13.28,13.28,13.28,13.28,13.28,14.12,14.554,14.988,15.422,15.857,16.291,11.27
MYS,Malaysia,gas_capacity_gw,9.51,11.72,11.59,11.73,12.26,12.98,13.81,14.15,14.12,14.87,15.09,14.67,15.26,14.56,15.44,15.54,14.72,14.71,14.85,14.4,13.06,15.1,15.94,15.94,15.94,16.356,16.532,16.707,16.882,17.057,17.232,21.07
MYS,Malaysia,hydro_share_elec,10.349,8.316,7.177,6.415,6.011,6.279,6.26,5.648,7.028,6.083,5.203,6.852,7.262,8.559,9.3,9.382,12.877,16.893,15.52,14.761,15.766,17.349,17.462,16.885,16.956,15.287,14.959,14.644,14.341,14.052,13.773,19.84
MYS,Malaysia,solar_share_elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.102,0.16,0.182,0.199,0.208,0.371,0.823,1.19,1.321,1.511,1.736,2.091,2.215,2.422,2.621,2.811,2.994,3.17,5.1
MYS,Malaysia,biofuel_share_elec,0.844,0.781,0.531,0.529,0.626,0.616,0.614,0.72,0.72,1.227,1.031,1.309,1.178,0.798,0.479,0.505,0.489,0.478,0.796,0.642,0.71,0.707,0.676,0.659,0.746,0.69,0.691,0.693,0.694,0.695,0.696,1.1
MYS,Malaysia,coal_share_elec,5.982,8.549,12.682,16.94,24.423,26.358,26.377,29.243,27.925,33.23,40.412,44.461,43.668,38.921,38.776,42.778,44.478,43.331,45.559,43.05,51.328,45.602,42.739,43.62,43.306,47.947,48.671,49.364,50.029,50.667,51.279,39.29
MYS,Malaysia,gas_share_elec,82.825,82.354,79.61,76.115,68.94,66.747,66.749,64.389,64.327,59.46,53.354,47.377,47.884,51.621,51.285,47.152,41.957,39.09,37.754,40.723,31.006,35.02,37.612,37.099,36.901,33.86,33.257,32.679,32.124,31.592,31.082,31.75
MYS,Malaysia,hydro_electricity,6.99,6.07,5.41,5.09,5.57,6.01,6.32,5.96,7.81,6.89,6.36,8.06,9.25,11.8,13.39,13.92,20.02,26.85,26.33,26.2,27.3,30.2,31.78,31.51,33.41,30.84,30.84,30.84,30.84,30.84,30.84,42.08795181
MYS,Malaysia,solar_electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.23,0.27,0.31,0.33,0.63,1.46,2.06,2.3,2.75,3.24,4.12,4.469,4.994,5.52,6.046,6.571,7.097,12.02
MYS,Malaysia,biofuel_electricity,0.57,0.57,0.4,0.42,0.58,0.59,0.62,0.76,0.8,1.39,1.26,1.54,1.5,1.1,0.69,0.75,0.76,0.76,1.35,1.14,1.23,1.23,1.23,1.23,1.47,1.392,1.425,1.459,1.492,1.525,1.559,2.58
MYS,Malaysia,coal_electricity,4.04,6.24,9.56,13.44,22.63,25.23,26.63,30.86,31.03,37.64,49.4,52.3,55.62,53.66,55.83,63.47,69.15,68.87,77.29,76.41,88.88,79.38,77.78,81.4,85.33,96.726,100.345,103.964,107.583,111.201,114.82,83.33414458
MYS,Malaysia,gas_electricity,55.94,60.11,60.01,60.39,63.88,63.89,67.39,67.95,71.48,67.35,65.22,55.73,60.99,71.17,73.84,69.96,65.23,62.13,64.05,72.28,53.69,60.96,68.45,69.23,72.71,68.308,68.565,68.823,69.08,69.338,69.595,67.34072289
MLT,Malta,solar_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.05,0.07,0.09,0.11,0.13,0.15,0.18,0.19,0.21,0.23,0.23,0.259,0.276,0.294,0.311,0.329,0.346,0.27
MLT,Malta,gas_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.36,0.36,0.36,0.27,0.25,0.25,0.313,0.329,0.346,0.362,0.378,0.394,0.3
MEX,Mexico,hydro_capacity_gw,9.65,9.65,9.65,9.66,10.57,10.6,10.8,11.58,11.43,11.47,11.6,11.57,11.63,11.63,12.46,12.22,12.58,12.63,12.63,13.08,13.3,13.3,12.84,12.84,12.84,13.024,13.024,13.024,13.024,13.024,13.024,15.7
MEX,Mexico,solar_capacity_gw,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.07,0.11,0.17,0.3,0.61,1.07,2.77,6.25,7.16,8.93,9.36,10.91,11.99,13.793,15.192,16.591,17.991,19.39,20.789,22.8
MEX,Mexico,wind_capacity_gw,0.02,0.02,0.02,0.02,0.02,0.02,0.1,0.1,0.1,0.42,0.52,0.6,1.82,2.12,2.57,3.27,4.05,4.18,4.18,6.54,7.0,7.47,7.63,7.32,7.32,8.439,8.853,9.268,9.683,10.097,10.512,12.7
MEX,Mexico,nuclear_capacity_gw,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.715,1.732,1.75,1.767,1.784,1.802,1.6
MEX,Mexico,fossil_capacity_gw,12.24,15.01,18.56,22.39,24.32,25.17,26.7,27.84,28.17,28.93,30.01,30.54,31.07,30.65,31.07,31.53,33.9,34.78,39.52,40.45,40.45,42.15,42.87,43.72,44.49,46.104,47.262,48.419,49.576,50.733,51.89,66.0
MEX,Mexico,hydro_share_elec,30.895,24.208,18.224,13.339,15.954,16.696,15.483,13.231,18.694,12.545,16.048,14.906,13.234,11.209,14.359,11.067,10.47,10.64,10.278,7.618,8.79,11.686,11.563,6.513,7.325,7.651,7.417,7.196,6.988,6.792,6.607,9.01
MEX,Mexico,solar_share_elec,0.009,0.009,0.007,0.007,0.006,0.006,0.005,0.005,0.01,0.014,0.013,0.016,0.029,0.044,0.081,0.072,0.087,0.41,1.024,3.215,5.192,6.795,6.614,7.376,8.003,8.411,9.08,9.708,10.301,10.86,11.388,15.76
MEX,Mexico,wind_share_elec,0.019,0.017,0.015,0.013,0.013,0.012,0.025,0.121,0.119,0.282,0.535,0.678,1.533,1.676,2.374,3.135,3.619,3.659,3.967,5.401,6.457,7.091,6.676,6.542,6.146,6.253,6.349,6.44,6.525,6.606,6.682,8.78
MEX,Mexico,nuclear_share_elec,7.679,7.431,7.148,7.056,5.823,6.507,5.527,5.043,4.671,4.93,2.537,4.147,3.644,4.731,3.574,4.149,3.685,3.749,4.321,3.612,3.664,4.012,3.528,3.915,3.83,3.281,3.214,3.151,3.091,3.035,2.982,2.48
MEX,Mexico,coal_share_elec,17.797,19.723,19.133,20.765,15.08,19.769,16.139,15.279,10.172,13.822,13.973,13.883,14.223,12.725,12.472,12.095,12.011,10.633,9.257,10.549,5.015,2.484,3.375,4.276,3.855,5.539,5.252,4.983,4.729,4.49,4.263,3.38
MEX,Mexico,gas_share_elec,37.659,43.292,51.023,54.15,58.525,52.106,59.013,62.329,62.569,64.864,63.444,63.094,64.24,66.461,64.149,66.474,67.228,68.121,68.806,67.277,68.585,65.876,66.064,69.283,68.977,66.897,66.782,66.674,66.573,66.477,66.386,54.73
MEX,Mexico,hydro_electricity,33.07,28.44,24.86,19.85,25.18,27.71,30.45,27.34,39.22,26.72,37.2,36.27,31.85,27.96,38.89,30.89,30.03,30.88,32.23,23.6,26.82,34.72,35.56,20.61,23.54,28.25,28.25,28.25,28.25,28.25,28.25,38.54
MEX,Mexico,solar_electricity,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.04,0.07,0.11,0.22,0.2,0.25,1.19,3.21,9.96,15.84,20.19,20.34,23.34,25.72,31.056,34.584,38.112,41.64,45.169,48.697,67.45
MEX,Mexico,wind_electricity,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.25,0.25,0.6,1.24,1.65,3.69,4.18,6.43,8.75,10.38,10.62,12.44,16.73,19.7,21.07,20.53,20.7,19.75,23.089,24.185,25.281,26.378,27.474,28.571,37.58
MEX,Mexico,nuclear_electricity,8.22,8.73,9.75,10.5,9.19,10.8,10.87,10.42,9.8,10.5,5.88,10.09,8.77,11.8,9.68,11.58,10.57,10.88,13.55,11.19,11.18,11.92,10.85,12.39,12.31,12.115,12.242,12.37,12.497,12.625,12.752,10.6
MEX,Mexico,coal_electricity,19.05,23.17,26.1,30.9,23.8,32.81,31.74,31.57,21.34,29.44,32.39,33.78,34.23,31.74,33.78,33.76,34.45,30.86,29.03,32.68,15.3,7.38,10.38,13.53,12.39,20.45,20.006,19.561,19.117,18.673,18.229,14.45
MEX,Mexico,gas_electricity,40.31,50.86,69.6,80.58,92.37,86.48,116.06,128.79,131.27,138.16,147.07,153.52,154.6,165.78,173.74,185.55,192.83,197.7,215.77,208.41,209.26,195.73,203.16,219.24,221.67,246.999,254.373,261.747,269.121,276.494,283.868,234.15
MDA,Moldova,hydro_capacity_gw,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.022
MDA,Moldova,solar_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.2,0.34,0.299,0.351,0.404,0.457,0.51,0.563,0.215
MDA,Moldova,wind_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.04,0.07,0.12,0.14,0.12,0.159,0.178,0.198,0.217,0.237,0.257,0.6
MDA,Moldova,biofuel_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.013,0.014,0.014,0.015,0.016,0.016,0.078
MDA,Moldova,renewables_share_elec,7.196,6.186,6.228,6.261,6.045,6.04,6.096,5.963,6.333,5.7,6.579,6.076,4.663,6.904,6.157,4.478,4.117,6.275,5.959,6.503,5.825,6.647,9.922,12.842,12.424,12.32,13.296,14.261,15.213,16.155,17.085,34.1
MNE,Montenegro,hydro_capacity_gw,,,,,,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.65,0.66,0.67,0.67,0.68,0.68,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1.232
MNE,Montenegro,solar_capacity_gw,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.026,0.03,0.035,0.04,0.044,0.049,0.315
MNE,Montenegro,wind_capacity_gw,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.12,0.12,0.12,0.12,0.12,0.12,0.134,0.14,0.145,0.15,0.156,0.161,0.19
MNE,Montenegro,biofuel_capacity_gw,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039
MNE,Montenegro,hydro_share_elec,,,,,,65.157,59.322,59.813,54.417,75.0,68.408,45.283,51.93,63.452,55.205,49.667,58.599,41.129,55.526,47.522,42.773,53.316,43.505,52.607,50.0,46.089,45.377,44.686,44.017,43.367,42.736,59.93703266
MNE,Montenegro,solar_share_elec,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.474,2.162,1.395,1.626,1.85,2.068,2.279,2.484,1.023219205
MNE,Montenegro,wind_share_elec,,,,,,,,,,,,,,,,,,4.032,3.684,8.746,9.44,8.488,9.668,8.057,8.108,9.542,9.901,10.248,10.585,10.912,11.23,8.579299488
MNE,Montenegro,biofuel_share_elec,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.699330972
MNE,Montenegro,coal_share_elec,,,,,,34.843,40.678,40.187,45.583,25.0,31.592,54.717,48.07,36.548,44.795,50.333,41.401,54.839,40.789,43.732,47.788,38.196,46.828,38.863,39.73,42.975,43.097,43.215,43.33,43.442,43.55,26.76111767
MNE,Montenegro,hydro_electricity,,,,,,1.87,1.75,1.28,1.54,2.07,2.75,1.2,1.48,2.5,1.75,1.49,1.84,1.02,2.11,1.63,1.45,2.01,1.44,2.22,1.85,1.794,1.794,1.794,1.794,1.794,1.794,3.046
MNE,Montenegro,solar_electricity,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.054,0.064,0.074,0.084,0.094,0.104,0.052
MNE,Montenegro,wind_electricity,,,,,,,,,,,,,,,,,,0.1,0.14,0.3,0.32,0.32,0.32,0.34,0.3,0.371,0.391,0.411,0.431,0.451,0.471,0.436
MNE,Montenegro,biofuel_electricity,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188
MNE,Montenegro,coal_electricity,,,,,,1.0,1.2,0.86,1.29,0.69,1.27,1.45,1.37,1.44,1.42,1.51,1.3,1.36,1.55,1.5,1.62,1.44,1.55,1.64,1.47,1.673,1.704,1.735,1.766,1.797,1.828,1.36
MAR,Morocco,hydro_capacity_gw,1.17,1.17,1.17,1.27,1.27,1.27,1.27,1.27,1.27,1.29,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.58
MAR,Morocco,solar_capacity_gw,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.04,0.04,0.04,0.2,0.2,0.2,0.73,0.73,0.77,0.85,0.85,0.85,0.95,0.959,0.994,1.029,1.064,1.099,1.134,3.55
MAR,Morocco,wind_capacity_gw,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.11,0.11,0.22,0.22,0.26,0.26,0.5,0.8,0.8,0.9,1.02,1.23,1.23,1.44,1.47,1.56,2.08,2.4,2.391,2.582,2.772,2.962,3.153,3.343,3.74
MAR,Morocco,coal_capacity_gw,0.0,0.0,0.0,0.0,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,1.78,2.19,2.54,2.54,2.54,2.9,4.28,4.12,4.12,4.12,4.12,4.12,4.12,4.669,4.851,5.032,5.214,5.395,5.577,4.08
MAR,Morocco,gas_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.38,0.38,0.68,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,1.105,1.144,1.184,1.224,1.264,1.304,3.31
MMR,Myanmar,hydro_capacity_gw,0.36,0.36,0.39,0.3,0.75,0.75,0.77,0.81,0.95,1.66,2.52,2.7,2.82,3.01,3.19,3.19,3.26,3.26,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,7.45
MMR,Myanmar,solar_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.04,0.05,0.09,0.08,0.11,0.18,0.18,0.22,0.243,0.271,0.299,0.328,0.356,0.384,0.3
MMR,Myanmar,coal_capacity_gw,0.0,0.0,0.0,0.0,0.06,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.07,0.07,0.07,0.11,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.161,0.166,0.171,0.176,0.181,0.185,3.06
MMR,Myanmar,gas_capacity_gw,0.62,0.65,0.65,0.65,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.87,1.28,1.59,1.63,1.72,2.17,2.35,3.25,2.5,2.64,2.64,2.64,2.729,2.834,2.939,3.044,3.149,3.254,1.67
NLD,Netherlands,hydro_capacity_gw,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
NLD,Netherlands,solar_capacity_gw,0.01,0.02,0.03,0.05,0.05,0.05,0.05,0.05,0.06,0.07,0.09,0.15,0.29,0.65,1.01,1.53,2.14,2.91,4.61,7.23,11.11,14.82,17.36,21.27,24.05,27.586,30.895,34.204,37.512,40.821,44.13,25.75
NLD,Netherlands,wind_capacity_gw,0.45,0.49,0.67,0.9,1.08,1.22,1.56,1.75,2.15,2.22,2.24,2.32,2.43,2.71,2.86,3.39,4.26,4.2,4.39,4.48,6.65,7.65,8.7,10.73,11.68,12.957,14.258,15.559,16.859,18.16,19.461,23.2
NLD,Netherlands,nuclear_capacity_gw,0.45,0.45,0.45,0.45,0.45,0.45,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.48,0.48,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.526,0.529,0.532,0.534,0.537,0.539,0.5
NLD,Netherlands,coal_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLD,Netherlands,gas_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.56
NLD,Netherlands,hydro_share_elec,0.169,0.139,0.123,0.078,0.096,0.097,0.119,0.113,0.099,0.092,0.088,0.056,0.103,0.115,0.114,0.087,0.093,0.055,0.065,0.061,0.043,0.078,0.044,0.06,0.077,0.048,0.046,0.044,0.042,0.04,0.039,0.07
NLD,Netherlands,solar_share_elec,0.012,0.012,0.022,0.033,0.032,0.043,0.043,0.041,0.04,0.037,0.053,0.093,0.196,0.429,0.755,1.078,1.48,2.001,3.448,4.691,7.327,9.786,14.534,16.933,18.558,17.38,18.726,19.957,21.088,22.129,23.092,15.1
NLD,Netherlands,wind_share_elec,1.004,0.959,1.066,1.474,1.988,2.236,2.965,3.52,4.237,4.232,3.528,4.752,5.126,5.885,5.995,7.332,7.559,9.614,9.805,9.998,13.056,15.623,18.669,25.645,28.627,24.615,26.129,27.513,28.785,29.957,31.04,59.07
NLD,Netherlands,nuclear_share_elec,4.752,4.599,4.385,4.488,4.061,4.322,3.755,4.298,4.148,3.927,3.511,3.858,4.025,3.021,4.227,3.962,3.664,3.093,3.262,3.396,3.497,3.317,3.629,3.445,3.036,2.605,2.485,2.375,2.275,2.182,2.096,2.21
NLD,Netherlands,coal_share_elec,29.359,29.443,29.15,29.664,26.526,25.389,25.69,25.501,23.354,22.434,19.977,19.931,24.92,25.724,30.481,38.254,34.064,28.543,25.632,15.367,6.515,12.644,12.911,7.521,6.353,11.543,10.721,9.968,9.278,8.641,8.052,0.0
NLD,Netherlands,gas_share_elec,62.297,62.133,62.001,61.427,63.778,62.23,61.833,62.433,63.02,63.633,66.617,64.732,58.219,58.608,53.251,44.489,48.598,52.51,53.559,61.432,62.004,49.095,41.647,39.798,37.668,37.956,36.152,34.502,32.987,31.591,30.3,18.46
NLD,Netherlands,hydro_electricity,0.14,0.12,0.11,0.07,0.09,0.09,0.11,0.11,0.1,0.1,0.1,0.06,0.1,0.11,0.11,0.09,0.1,0.06,0.07,0.07,0.05,0.09,0.05,0.07,0.09,0.07,0.07,0.07,0.07,0.07,0.07,0.114
NLD,Netherlands,solar_electricity,0.01,0.01,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.06,0.1,0.19,0.41,0.73,1.11,1.6,2.2,3.71,5.4,8.57,11.3,16.66,19.61,21.82,25.416,28.66,31.904,35.149,38.393,41.637,23.437
NLD,Netherlands,wind_electricity,0.83,0.83,0.95,1.32,1.87,2.07,2.74,3.44,4.26,4.58,3.99,5.1,4.98,5.63,5.8,7.55,8.17,10.57,10.55,11.51,15.27,18.04,21.4,29.7,33.66,35.996,39.99,43.984,47.979,51.973,55.967,91.671
NLD,Netherlands,nuclear_electricity,3.93,3.98,3.91,4.02,3.82,4.0,3.47,4.2,4.17,4.25,3.97,4.14,3.91,2.89,4.09,4.08,3.96,3.4,3.51,3.91,4.09,3.83,4.16,3.99,3.57,3.81,3.804,3.798,3.791,3.785,3.779,3.434
NLD,Netherlands,coal_electricity,24.28,25.48,25.99,26.57,24.95,23.5,23.74,24.92,23.48,24.28,22.59,21.39,24.21,24.61,29.49,39.39,36.82,31.38,27.58,17.69,7.62,14.6,14.8,8.71,7.47,16.881,16.408,15.936,15.464,14.991,14.519,0.0
NLD,Netherlands,gas_electricity,51.52,53.77,55.28,55.02,59.99,57.6,57.14,61.01,63.36,68.87,75.33,69.47,56.56,56.07,51.52,45.81,52.53,57.73,57.63,70.72,72.52,56.69,47.74,46.09,44.29,55.505,55.331,55.157,54.983,54.808,54.634,28.644
NZL,New Zealand,hydro_capacity_gw,5.19,5.26,5.36,5.36,5.37,5.37,5.37,5.37,5.39,5.34,5.33,5.41,5.42,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.5,5.5,5.5,5.476,5.476,5.476,5.476,5.476,5.476,5.3
NZL,New Zealand,solar_capacity_gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.05,0.07,0.09,0.11,0.15,0.19,0.26,0.37,0.58,0.55,0.625,0.7,0.775,0.85,0.925,1.1
NZL,New Zealand,wind_capacity_gw,0.04,0.04,0.05,0.07,0.17,0.17,0.17,0.32,0.32,0.51,0.54,0.62,0.62,0.62,0.68,0.69,0.69,0.69,0.69,0.69,0.69,0.91,0.95,1.05,1.26,1.276,1.372,1.468,1.564,1.66,1.756,2.1
NZL,New Zealand,gas_capacity_gw,1.6,1.61,1.08,1.07,1.07,1.12,1.12,1.5,1.51,1.47,1.49,1.7,1.8,1.8,1.8,1.42,1.25,1.25,1.25,1.25,1.35,1.35,1.37,1.37,1.37,1.421,1.423,1.425,1.426,1.428,1.43,1.2
